date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir
2018-02-01,AK-47 | Cartel (Factory New),7.137,7.137,63.0,7.133,7.016,6.055,0.0005607738679376251,0.01724629418472068,7.097142857142857,0.15634524851972303,7.007633333333334,0.4738856038703386,0.06360894719026923,437.0,62.42857142857143,1852.0,61.733333333333334,3,2,0.0,7.216571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-02,AK-47 | Cartel (Factory New),7.146,7.146,66.0,7.137,6.85,6.202,0.0012610340479193294,0.04321167883211685,7.139428571428573,0.11946171788826905,7.0391,0.45008972068540576,0.06354043055549534,439.0,62.714285714285715,1851.0,61.7,4,2,0.0,7.183428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-03,AK-47 | Cartel (Factory New),7.316,7.316,57.0,7.146,7.008,6.324,0.02378953260565342,0.04394977168949765,7.183428571428571,0.11967200071487939,7.072166666666667,0.4324321205563814,0.06357273029233544,430.0,61.42857142857143,1850.0,61.666666666666664,5,2,0.0,7.139428571428573,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-04,AK-47 | Cartel (Factory New),7.199,7.199,62.0,7.316,6.967,6.538,-0.015992345544013076,0.03329984211281767,7.216571428571428,0.0810306064624565,7.094200000000001,0.4213515871573286,0.06349668522882333,424.0,60.57142857142857,1844.0,61.46666666666667,6,2,0.0,7.097142857142858,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-05,AK-47 | Cartel (Factory New),7.234,7.234,51.0,7.199,7.238,6.54,0.0048617863592166355,-0.0005526388505112667,7.216,0.08089146167197496,7.1173333333333355,0.4091644602791835,0.06349028394104364,416.0,59.42857142857143,1830.0,61.0,0,2,0.0,7.079857142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-06,AK-47 | Cartel (Factory New),6.81,6.81,53.0,7.234,7.347,6.92,-0.058612109482997,-0.07309105757452028,7.139285714285714,0.14749500164481544,7.11366666666667,0.4114031545279587,0.06371324584534503,413.0,59.0,1819.0,60.63333333333333,1,2,0.0,7.042714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-07,AK-47 | Cartel (Factory New),7.205,7.205,43.0,6.81,7.133,6.48,0.058002936857562526,0.010093929622879694,7.149571428571429,0.14919867592562347,7.137833333333337,0.3944136646832723,0.06331362657237545,395.0,56.42857142857143,1817.0,60.56666666666667,2,2,0.0,7.017714285714285,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-08,AK-47 | Cartel (Factory New),7.014,7.014,56.0,7.205,7.137,6.865,-0.02650936849410135,-0.017234131988230206,7.132000000000001,0.15669898349565464,7.142800000000003,0.39187671530725054,0.0627508392254479,388.0,55.42857142857143,1818.0,60.6,3,2,0.0,7.028,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-09,AK-47 | Cartel (Factory New),7.09,7.09,61.0,7.014,7.146,6.66,0.01083547191331613,-0.007836551917156487,7.124000000000001,0.15720868750985567,7.157133333333335,0.381687021291296,0.062472952247180455,383.0,54.714285714285715,1831.0,61.03333333333333,4,2,0.0,7.324000000000001,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-10,AK-47 | Cartel (Factory New),7.232,7.232,51.0,7.09,7.316,6.785,0.020028208744711007,-0.011481683980317015,7.112000000000001,0.14481219364601675,7.172033333333335,0.3755445364918638,0.06248329101893046,377.0,53.857142857142854,1816.0,60.53333333333333,5,2,0.0,7.356571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
2018-02-11,AK-47 | Cartel (Factory New),7.243,7.243,54.0,7.232,7.199,6.791,0.001521017699115168,0.006111959994443694,7.118285714285714,0.14933635504717382,7.187100000000001,0.36896479958572376,0.06248232603809627,369.0,52.714285714285715,1804.0,60.13333333333333,6,2,0.0,7.4002857142857135,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0
