date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-08-01,AUG | Colony (Battle-Scarred),0.03,0.03,92.0,0.031,0.03,0.03,-0.0322580645161291,0.0,0.0494285714285714,0.0471830997069839,0.0347666666666666,0.024208377796861,0.8272623828293418,481.0,68.71428571428571,1850.0,61.66666666666666,4,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,
2014-08-01,AUG | Colony (Battle-Scarred),0.03,0.03,92.0,0.031,0.03,0.03,-0.0322580645161291,0.0,0.0494285714285714,0.0471830997069839,0.0347666666666666,0.024208377796861,0.8272623828293418,481.0,68.71428571428571,1850.0,61.66666666666666,4,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-02,AUG | Colony (Battle-Scarred),0.03,0.03,73.0,0.03,0.03,0.03,0.0,0.0,0.0494285714285714,0.0471830997069839,0.0347666666666666,0.024208377796861,0.8272623828293418,490.0,70.0,1865.0,62.16666666666666,5,8,0.0,0.0308571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-02,AUG | Colony (Battle-Scarred),0.03,0.03,73.0,0.03,0.03,0.03,0.0,0.0,0.0494285714285714,0.0471830997069839,0.0347666666666666,0.024208377796861,0.8272623828293418,490.0,70.0,1865.0,62.16666666666666,5,8,0.0,0.0308571428571428,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-08-03,AUG | Colony (Battle-Scarred),0.03,0.03,68.0,0.03,0.165,0.03,0.0,-0.8181818181818182,0.0301428571428571,0.0003499271061118,0.0347666666666666,0.024208377796861,0.8272623828293418,480.0,68.57142857142857,1879.0,62.63333333333333,6,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-03,AUG | Colony (Battle-Scarred),0.03,0.03,68.0,0.03,0.165,0.03,0.0,-0.8181818181818182,0.0301428571428571,0.0003499271061118,0.0347666666666666,0.024208377796861,0.8272623828293418,480.0,68.57142857142857,1879.0,62.63333333333333,6,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,1.0,5.0,1.0,4.0,1.0,2.0,45.0,45.0,1.0,1.0,1.0,1.0,1.0
2014-08-04,AUG | Colony (Battle-Scarred),0.034,0.034,77.0,0.03,0.03,0.03,0.1333333333333335,0.1333333333333335,0.0307142857142857,0.0013850513878332,0.0349,0.0241927675142799,0.826942843684011,513.0,73.28571428571429,1908.0,63.6,0,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-04,AUG | Colony (Battle-Scarred),0.034,0.034,77.0,0.03,0.03,0.03,0.1333333333333335,0.1333333333333335,0.0307142857142857,0.0013850513878332,0.0349,0.0241927675142799,0.826942843684011,513.0,73.28571428571429,1908.0,63.6,0,8,0.0,0.0307142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-05,AUG | Colony (Battle-Scarred),0.03,0.03,60.0,0.034,0.03,0.03,-0.1176470588235295,0.0,0.0307142857142857,0.0013850513878332,0.0349,0.0241927675142799,0.8278207240075734,519.0,74.14285714285714,1890.0,63.0,1,8,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-05,AUG | Colony (Battle-Scarred),0.03,0.03,60.0,0.034,0.03,0.03,-0.1176470588235295,0.0,0.0307142857142857,0.0013850513878332,0.0349,0.0241927675142799,0.8278207240075734,519.0,74.14285714285714,1890.0,63.0,1,8,0.0,0.0301428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-06,AUG | Colony (Battle-Scarred),0.031,0.031,80.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0308571428571428,0.0013552618543578,0.0349333333333333,0.0241866813671399,0.8276753203471066,519.0,74.14285714285714,1890.0,63.0,2,8,0.0,0.0494285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-06,AUG | Colony (Battle-Scarred),0.031,0.031,80.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0308571428571428,0.0013552618543578,0.0349333333333333,0.0241866813671399,0.8276753203471066,519.0,74.14285714285714,1890.0,63.0,2,8,0.0,0.0494285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-07,AUG | Colony (Battle-Scarred),0.03,0.03,66.0,0.031,0.031,0.036,-0.0322580645161291,-0.0322580645161291,0.0307142857142857,0.0013850513878332,0.0347333333333333,0.0242018364776082,0.8280288395086649,516.0,73.71428571428571,1896.0,63.2,3,8,0.0,0.0494285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-07,AUG | Colony (Battle-Scarred),0.03,0.03,66.0,0.031,0.031,0.036,-0.0322580645161291,-0.0322580645161291,0.0307142857142857,0.0013850513878332,0.0347333333333333,0.0242018364776082,0.8280288395086649,516.0,73.71428571428571,1896.0,63.2,3,8,0.0,0.0494285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-08,AUG | Colony (Battle-Scarred),0.031,0.031,65.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0308571428571428,0.0013552618543578,0.0347666666666666,0.0241959822192767,0.8265154147341278,489.0,69.85714285714286,1893.0,63.1,4,8,0.0,0.0494285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
2014-08-08,AUG | Colony (Battle-Scarred),0.031,0.031,65.0,0.03,0.03,0.03,0.0333333333333334,0.0333333333333334,0.0308571428571428,0.0013552618543578,0.0347666666666666,0.0241959822192767,0.8265154147341278,489.0,69.85714285714286,1893.0,63.1,4,8,0.0,0.0494285714285714,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-09,AUG | Colony (Battle-Scarred),0.03,0.03,88.0,0.031,0.03,0.031,-0.0322580645161291,0.0,0.0308571428571428,0.0013552618543578,0.0347333333333333,0.0242018364776082,0.8268402939521936,504.0,72.0,1922.0,64.06666666666666,5,8,0.0,0.0492857142857143,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,
