date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2015-02-01,AK-47 | Cartel (Factory New),11.216,11.216,177.0,11.644,13.896,,-0.0367571281346617,-0.1928612550374209,11.86,0.5652824831128997,18.169416666666667,8.005156197292814,0.0812009919989156,1060.0,151.42857142857142,2770.0,115.41666666666669,6,2,0.0,10.156428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-01,AK-47 | Cartel (Factory New),11.216,11.216,177.0,11.644,13.896,,-0.0367571281346617,-0.1928612550374209,11.86,0.5652824831128997,18.169416666666667,8.005156197292814,0.0812009919989156,1060.0,151.42857142857142,2770.0,115.41666666666669,6,2,0.0,10.156428571428572,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02,AK-47 | Cartel (Factory New),11.129,11.129,145.0,11.216,12.441,,-0.0077567760342367,-0.1054577606301745,11.672571428571429,0.5590430234255824,17.8878,7.963831705906398,0.0800429572762407,1063.0,151.85714285714286,2915.0,116.6,0,2,0.0,10.315571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-02,AK-47 | Cartel (Factory New),11.129,11.129,145.0,11.216,12.441,,-0.0077567760342367,-0.1054577606301745,11.672571428571429,0.5590430234255824,17.8878,7.963831705906398,0.0800429572762407,1063.0,151.85714285714286,2915.0,116.6,0,2,0.0,10.315571428571428,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03,AK-47 | Cartel (Factory New),11.047,11.047,134.0,11.129,12.648,,-0.0073681372989485,-0.1265812776723591,11.443857142857144,0.4245015324123202,17.624692307692307,7.919212430583617,0.0789283010363365,1090.0,155.71428571428572,3049.0,117.26923076923076,1,2,0.0,10.500428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-03,AK-47 | Cartel (Factory New),11.047,11.047,134.0,11.129,12.648,,-0.0073681372989485,-0.1265812776723591,11.443857142857144,0.4245015324123202,17.624692307692307,7.919212430583617,0.0789283010363365,1090.0,155.71428571428572,3049.0,117.26923076923076,1,2,0.0,10.500428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04,AK-47 | Cartel (Factory New),10.664,10.664,153.0,11.047,12.356,,-0.0346700461663801,-0.1369375202330851,11.202142857142858,0.2996671623038889,17.36688888888889,7.881574411872068,0.0774587256156228,1128.0,161.14285714285714,3202.0,118.5925925925926,2,2,0.0,10.705285714285717,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-04,AK-47 | Cartel (Factory New),10.664,10.664,153.0,11.047,12.356,,-0.0346700461663801,-0.1369375202330851,11.202142857142858,0.2996671623038889,17.36688888888889,7.881574411872068,0.0774587256156228,1128.0,161.14285714285714,3202.0,118.5925925925926,2,2,0.0,10.705285714285717,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-05,AK-47 | Cartel (Factory New),10.735,10.735,160.0,10.664,11.539,,0.0066579144786196,-0.0696767484184072,11.087285714285716,0.3026094674591633,17.130035714285714,7.836795028591284,0.0767682928661874,1145.0,163.57142857142858,3362.0,120.07142857142856,3,2,0.0,10.877571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-05,AK-47 | Cartel (Factory New),10.735,10.735,160.0,10.664,11.539,,0.0066579144786196,-0.0696767484184072,11.087285714285716,0.3026094674591633,17.130035714285714,7.836795028591284,0.0767682928661874,1145.0,163.57142857142858,3362.0,120.07142857142856,3,2,0.0,10.877571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-06,AK-47 | Cartel (Factory New),10.814,10.814,163.0,10.735,11.176,,0.0073591057289241,-0.0323908375089477,11.035571428571428,0.3137564374492042,16.912241379310345,7.786253774331259,0.0760867146930188,1127.0,161.0,3525.0,121.55172413793105,4,2,0.0,11.03557142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-06,AK-47 | Cartel (Factory New),10.814,10.814,163.0,10.735,11.176,,0.0073591057289241,-0.0323908375089477,11.035571428571428,0.3137564374492042,16.912241379310345,7.786253774331259,0.0760867146930188,1127.0,161.0,3525.0,121.55172413793105,4,2,0.0,11.03557142857143,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-07,AK-47 | Cartel (Factory New),10.538,10.538,194.0,10.814,11.644,,-0.025522470871093,-0.0949845413947096,10.877571428571429,0.2365664250678606,16.69976666666667,7.740420478170995,0.0748586256344502,1126.0,160.85714285714286,3719.0,123.96666666666668,5,2,0.0,11.087285714285716,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-07,AK-47 | Cartel (Factory New),10.538,10.538,194.0,10.814,11.644,,-0.025522470871093,-0.0949845413947096,10.877571428571429,0.2365664250678606,16.69976666666667,7.740420478170995,0.0748586256344502,1126.0,160.85714285714286,3719.0,123.96666666666668,5,2,0.0,11.087285714285716,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-08,AK-47 | Cartel (Factory New),10.01,10.01,191.0,10.538,11.216,44.737,-0.0501043841336117,-0.1075249643366619,10.705285714285717,0.3427025842104051,15.5422,5.819195198650756,0.0736050495618072,1140.0,162.85714285714286,3847.0,128.23333333333332,6,2,0.0,11.202142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-08,AK-47 | Cartel (Factory New),10.01,10.01,191.0,10.538,11.216,44.737,-0.0501043841336117,-0.1075249643366619,10.705285714285717,0.3427025842104051,15.5422,5.819195198650756,0.0736050495618072,1140.0,162.85714285714286,3847.0,128.23333333333332,6,2,0.0,11.202142857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-09,AK-47 | Cartel (Factory New),9.695,9.695,173.0,10.01,11.129,35.572,-0.0314685314685314,-0.128852547398688,10.500428571428571,0.4423143217031001,14.679633333333337,4.570073686374093,0.0674245125250248,1168.0,166.85714285714286,3940.0,131.33333333333334,0,2,0.0,11.443857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-09,AK-47 | Cartel (Factory New),9.695,9.695,173.0,10.01,11.129,35.572,-0.0314685314685314,-0.128852547398688,10.500428571428571,0.4423143217031001,14.679633333333337,4.570073686374093,0.0674245125250248,1168.0,166.85714285714286,3940.0,131.33333333333334,0,2,0.0,11.443857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-10,AK-47 | Cartel (Factory New),9.753,9.753,140.0,9.695,11.047,26.079,0.0059824651882414,-0.1171358739929393,10.31557142857143,0.4456452327461695,14.135433333333337,4.131217541946792,0.0530649908226361,1174.0,167.71428571428572,3969.0,132.3,1,2,0.0,11.672571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-10,AK-47 | Cartel (Factory New),9.753,9.753,140.0,9.695,11.047,26.079,0.0059824651882414,-0.1171358739929393,10.31557142857143,0.4456452327461695,14.135433333333337,4.131217541946792,0.0530649908226361,1174.0,167.71428571428572,3969.0,132.3,1,2,0.0,11.672571428571429,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-11,AK-47 | Cartel (Factory New),9.55,9.55,162.0,9.753,10.664,23.574,-0.0208141084794422,-0.1044636159039759,10.156428571428572,0.4895493137695575,13.667966666666668,3.818344566984785,0.0516805561851615,1183.0,169.0,4034.0,134.46666666666667,2,2,0.0,11.86,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-11,AK-47 | Cartel (Factory New),9.55,9.55,162.0,9.753,10.664,23.574,-0.0208141084794422,-0.1044636159039759,10.156428571428572,0.4895493137695575,13.667966666666668,3.818344566984785,0.0516805561851615,1183.0,169.0,4034.0,134.46666666666667,2,2,0.0,11.86,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-12,AK-47 | Cartel (Factory New),9.638,9.638,148.0,9.55,10.735,23.963,0.0092146596858637,-0.1021891010712622,9.999714285714289,0.453512864610638,13.190466666666667,3.370486559665961,0.0514863288847361,1171.0,167.28571428571428,4092.0,136.4,3,2,0.0,12.242857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-12,AK-47 | Cartel (Factory New),9.638,9.638,148.0,9.55,10.735,23.963,0.0092146596858637,-0.1021891010712622,9.999714285714289,0.453512864610638,13.190466666666667,3.370486559665961,0.0514863288847361,1171.0,167.28571428571428,4092.0,136.4,3,2,0.0,12.242857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-13,AK-47 | Cartel (Factory New),9.608,9.608,209.0,9.638,10.814,21.648,-0.0031126789790412,-0.1115221009802107,9.827428571428571,0.3212297162658599,12.789133333333334,3.0401619116239336,0.0500806794015519,1217.0,173.85714285714286,4224.0,140.8,4,2,0.0,12.728857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-13,AK-47 | Cartel (Factory New),9.608,9.608,209.0,9.638,10.814,21.648,-0.0031126789790412,-0.1115221009802107,9.827428571428571,0.3212297162658599,12.789133333333334,3.0401619116239336,0.0500806794015519,1217.0,173.85714285714286,4224.0,140.8,4,2,0.0,12.728857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-14,AK-47 | Cartel (Factory New),10.078,10.078,191.0,9.608,10.538,20.451,0.0489175686927558,-0.0436515467830708,9.761714285714286,0.1889691692810638,12.443366666666664,2.722357672843318,0.0514810541988157,1214.0,173.42857142857142,4328.0,144.26666666666668,5,2,0.0,13.135142857142856,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-14,AK-47 | Cartel (Factory New),10.078,10.078,191.0,9.608,10.538,20.451,0.0489175686927558,-0.0436515467830708,9.761714285714286,0.1889691692810638,12.443366666666664,2.722357672843318,0.0514810541988157,1214.0,173.42857142857142,4328.0,144.26666666666668,5,2,0.0,13.135142857142856,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-15,AK-47 | Cartel (Factory New),9.668,9.668,199.0,10.078,10.01,20.915,-0.0406826751339551,-0.0341658341658341,9.712857142857144,0.1605316422493248,12.068466666666664,2.2660871376792984,0.0509041194070326,1222.0,174.57142857142858,4445.0,148.16666666666666,6,2,0.0,13.498714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-15,AK-47 | Cartel (Factory New),9.668,9.668,199.0,10.078,10.01,20.915,-0.0406826751339551,-0.0341658341658341,9.712857142857144,0.1605316422493248,12.068466666666664,2.2660871376792984,0.0509041194070326,1222.0,174.57142857142858,4445.0,148.16666666666666,6,2,0.0,13.498714285714286,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-16,AK-47 | Cartel (Factory New),9.711,9.711,170.0,9.668,9.695,18.153,0.0044476623913944,0.0016503352243424,9.71514285714286,0.1603749433327397,11.787066666666664,2.0017912967029194,0.0469957513074982,1219.0,174.14285714285714,4509.0,150.3,0,2,0.0,13.826285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-16,AK-47 | Cartel (Factory New),9.711,9.711,170.0,9.668,9.695,18.153,0.0044476623913944,0.0016503352243424,9.71514285714286,0.1603749433327397,11.787066666666664,2.0017912967029194,0.0469957513074982,1219.0,174.14285714285714,4509.0,150.3,0,2,0.0,13.826285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-17,AK-47 | Cartel (Factory New),9.611,9.611,177.0,9.711,9.753,15.418,-0.0102976006590463,-0.0145596226802009,9.694857142857144,0.1632582779099496,11.5935,1.9204391815415551,0.0401985839631117,1256.0,179.42857142857142,4554.0,151.8,1,2,0.0,14.111142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-17,AK-47 | Cartel (Factory New),9.611,9.611,177.0,9.711,9.753,15.418,-0.0102976006590463,-0.0145596226802009,9.694857142857144,0.1632582779099496,11.5935,1.9204391815415551,0.0401985839631117,1256.0,179.42857142857142,4554.0,151.8,1,2,0.0,14.111142857142855,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-18,AK-47 | Cartel (Factory New),9.341,9.341,166.0,9.611,9.55,16.199,-0.0280928103215067,-0.0218848167539268,9.665,0.2016234113390604,11.3649,1.760094568482046,0.0383677158708473,1260.0,180.0,4626.0,154.2,2,2,0.0,14.648,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-18,AK-47 | Cartel (Factory New),9.341,9.341,166.0,9.611,9.55,16.199,-0.0280928103215067,-0.0218848167539268,9.665,0.2016234113390604,11.3649,1.760094568482046,0.0383677158708473,1260.0,180.0,4626.0,154.2,2,2,0.0,14.648,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-19,AK-47 | Cartel (Factory New),9.271,9.271,184.0,9.341,9.638,14.642,-0.0074938443421473,-0.0380784395102717,9.61257142857143,0.2448993129214282,11.185866666666666,1.6893927061389709,0.0355001896450793,1296.0,185.14285714285717,4702.0,156.73333333333332,3,2,0.0,14.86542857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-19,AK-47 | Cartel (Factory New),9.271,9.271,184.0,9.341,9.638,14.642,-0.0074938443421473,-0.0380784395102717,9.61257142857143,0.2448993129214282,11.185866666666666,1.6893927061389709,0.0355001896450793,1296.0,185.14285714285717,4702.0,156.73333333333332,3,2,0.0,14.86542857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-20,AK-47 | Cartel (Factory New),9.323,9.323,189.0,9.271,9.608,14.649,0.0056088879301046,-0.0296627810158202,9.571857142857144,0.2651298488188264,11.008333333333333,1.59324478833466,0.0355840854684938,1276.0,182.28571428571428,4795.0,159.83333333333334,4,2,0.0,15.309285714285712,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-20,AK-47 | Cartel (Factory New),9.323,9.323,189.0,9.271,9.608,14.649,0.0056088879301046,-0.0296627810158202,9.571857142857144,0.2651298488188264,11.008333333333333,1.59324478833466,0.0355840854684938,1276.0,182.28571428571428,4795.0,159.83333333333334,4,2,0.0,15.309285714285712,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-21,AK-47 | Cartel (Factory New),9.345,9.345,180.0,9.323,10.078,14.084,0.0023597554435268,-0.0727326850565587,9.467142857142855,0.173446104079648,10.850366666666668,1.5133981296700774,0.0354118676465135,1265.0,180.7142857142857,4869.0,162.3,5,2,0.0,16.29428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-21,AK-47 | Cartel (Factory New),9.345,9.345,180.0,9.323,10.078,14.084,0.0023597554435268,-0.0727326850565587,9.467142857142855,0.173446104079648,10.850366666666668,1.5133981296700774,0.0354118676465135,1265.0,180.7142857142857,4869.0,162.3,5,2,0.0,16.29428571428571,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-22,AK-47 | Cartel (Factory New),9.209,9.209,170.0,9.345,9.668,14.02,-0.0145532370251472,-0.0474762101779064,9.40157142857143,0.1718727578703479,10.69,1.421116955074423,0.0353783136580207,1236.0,176.57142857142858,4909.0,163.63333333333333,6,2,0.0,17.203857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-22,AK-47 | Cartel (Factory New),9.209,9.209,170.0,9.345,9.668,14.02,-0.0145532370251472,-0.0474762101779064,9.40157142857143,0.1718727578703479,10.69,1.421116955074423,0.0353783136580207,1236.0,176.57142857142858,4909.0,163.63333333333333,6,2,0.0,17.203857142857142,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-23,AK-47 | Cartel (Factory New),9.527,9.527,158.0,9.209,9.711,15.046,0.0345314366380713,-0.0189475852126456,9.375285714285711,0.1319802087822416,10.506033333333336,1.182507547074812,0.03281753972891,1224.0,174.85714285714286,4948.0,164.93333333333334,0,2,0.0,18.203714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-23,AK-47 | Cartel (Factory New),9.527,9.527,158.0,9.209,9.711,15.046,0.0345314366380713,-0.0189475852126456,9.375285714285711,0.1319802087822416,10.506033333333336,1.182507547074812,0.03281753972891,1224.0,174.85714285714286,4948.0,164.93333333333334,0,2,0.0,18.203714285714284,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-24,AK-47 | Cartel (Factory New),9.673,9.673,163.0,9.527,9.611,13.896,0.015324866169833,0.0064509416293829,9.38414285714286,0.1485428543950758,10.365266666666669,1.0092461851412775,0.0311419654787087,1210.0,172.85714285714286,4979.0,165.96666666666667,1,2,0.0,19.535285714285717,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-24,AK-47 | Cartel (Factory New),9.673,9.673,163.0,9.527,9.611,13.896,0.015324866169833,0.0064509416293829,9.38414285714286,0.1485428543950758,10.365266666666669,1.0092461851412775,0.0311419654787087,1210.0,172.85714285714286,4979.0,165.96666666666667,1,2,0.0,19.535285714285717,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-25,AK-47 | Cartel (Factory New),9.256,9.256,158.0,9.673,9.341,12.441,-0.0431096867569523,-0.0090996681297504,9.372,0.1549110343759557,10.2591,0.951157167174104,0.0266336524722329,1202.0,171.71428571428572,4995.0,166.5,2,2,0.0,20.588857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-25,AK-47 | Cartel (Factory New),9.256,9.256,158.0,9.673,9.341,12.441,-0.0431096867569523,-0.0090996681297504,9.372,0.1549110343759557,10.2591,0.951157167174104,0.0266336524722329,1202.0,171.71428571428572,4995.0,166.5,2,2,0.0,20.588857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-26,AK-47 | Cartel (Factory New),8.661,8.661,172.0,9.256,9.271,12.648,-0.0642826274848747,-0.0657965699493043,9.284857142857144,0.2952347388442088,10.1262,0.884273841446566,0.0279213119711559,1190.0,170.0,5060.0,168.66666666666666,3,2,0.0,22.111857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-26,AK-47 | Cartel (Factory New),8.661,8.661,172.0,9.256,9.271,12.648,-0.0642826274848747,-0.0657965699493043,9.284857142857144,0.2952347388442088,10.1262,0.884273841446566,0.0279213119711559,1190.0,170.0,5060.0,168.66666666666666,3,2,0.0,22.111857142857144,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-27,AK-47 | Cartel (Factory New),8.832,8.832,217.0,8.661,9.323,12.356,0.0197436785590578,-0.0526654510350744,9.214714285714289,0.3336656642661993,10.008733333333334,0.8113199095027529,0.0284161712802308,1218.0,174.0,5162.0,172.06666666666666,4,2,0.0,24.600285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2015-02-27,AK-47 | Cartel (Factory New),8.832,8.832,217.0,8.661,9.323,12.356,0.0197436785590578,-0.0526654510350744,9.214714285714289,0.3336656642661993,10.008733333333334,0.8113199095027529,0.0284161712802308,1218.0,174.0,5162.0,172.06666666666666,4,2,0.0,24.600285714285715,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-28,AK-47 | Cartel (Factory New),8.926,8.926,208.0,8.832,9.345,11.539,0.0106431159420288,-0.044836811128946,9.154857142857145,0.3423930191926182,9.921633333333334,0.7820955390629857,0.0267177783877837,1246.0,178.0,5227.0,174.23333333333332,5,2,0.0,28.00342857142857,AK-47 | Cartel (Factory New),AK-47 | Cartel (Factory New),0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
