date,item_name,median_price,steam_price_ffill7,volume,p_lag1,p_lag7,p_lag30,ret_1,ret_7,roll_mean_7,roll_std_7,roll_mean_30,roll_std_30,roll_vol_30,vol_sum_7,vol_mean_7,vol_sum_30,vol_mean_30,dow,month_num,gap_days,y_avg_7d_fwd,base_item,base_family,is_stattrak,is_souvenir,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2014-01-01,AUG | Colony (Battle-Scarred),0.032,0.032,94.0,0.03,0.037,0.036,0.0666666666666666,-0.1351351351351351,0.0335714285714285,0.003697765458727,0.0354333333333333,0.0057369174843483,0.2006244938534387,554.0,79.14285714285714,1718.0,57.266666666666666,2,1,0.0,0.0331428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-01,AUG | Colony (Battle-Scarred),0.032,0.032,94.0,0.03,0.037,0.036,0.0666666666666666,-0.1351351351351351,0.0335714285714285,0.003697765458727,0.0354333333333333,0.0057369174843483,0.2006244938534387,554.0,79.14285714285714,1718.0,57.266666666666666,2,1,0.0,0.0331428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-02,AUG | Colony (Battle-Scarred),0.032,0.032,85.0,0.032,0.036,0.034,0.0,-0.111111111111111,0.033,0.0035856858280031,0.0353666666666666,0.0057647395623932,0.2002031748109551,557.0,79.57142857142857,1759.0,58.63333333333333,3,1,0.0,0.0322857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-02,AUG | Colony (Battle-Scarred),0.032,0.032,85.0,0.032,0.036,0.034,0.0,-0.111111111111111,0.033,0.0035856858280031,0.0353666666666666,0.0057647395623932,0.2002031748109551,557.0,79.57142857142857,1759.0,58.63333333333333,3,1,0.0,0.0322857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-03,AUG | Colony (Battle-Scarred),0.03,0.03,76.0,0.032,0.039,0.048,-0.0625,-0.2307692307692308,0.0317142857142857,0.0027105237087157,0.0347666666666666,0.005339683719306,0.1868223576497126,561.0,80.14285714285714,1807.0,60.23333333333333,4,1,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-03,AUG | Colony (Battle-Scarred),0.03,0.03,76.0,0.032,0.039,0.048,-0.0625,-0.2307692307692308,0.0317142857142857,0.0027105237087157,0.0347666666666666,0.005339683719306,0.1868223576497126,561.0,80.14285714285714,1807.0,60.23333333333333,4,1,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-04,AUG | Colony (Battle-Scarred),0.034,0.034,112.0,0.03,0.038,0.032,0.1333333333333335,-0.1052631578947367,0.0311428571428571,0.0014568627181693,0.0348333333333333,0.0053171629862382,0.1773645024845154,598.0,85.42857142857143,1867.0,62.23333333333333,5,1,0.0,0.0311428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-04,AUG | Colony (Battle-Scarred),0.034,0.034,112.0,0.03,0.038,0.032,0.1333333333333335,-0.1052631578947367,0.0311428571428571,0.0014568627181693,0.0348333333333333,0.0053171629862382,0.1773645024845154,598.0,85.42857142857143,1867.0,62.23333333333333,5,1,0.0,0.0311428571428571,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-05,AUG | Colony (Battle-Scarred),0.034,0.034,98.0,0.034,0.03,0.043,0.0,0.1333333333333335,0.0317142857142857,0.00166598625567,0.0345333333333333,0.005097275960964,0.1667688056820921,606.0,86.57142857142857,1924.0,64.13333333333334,6,1,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-05,AUG | Colony (Battle-Scarred),0.034,0.034,98.0,0.034,0.03,0.043,0.0,0.1333333333333335,0.0317142857142857,0.00166598625567,0.0345333333333333,0.005097275960964,0.1667688056820921,606.0,86.57142857142857,1924.0,64.13333333333334,6,1,0.0,0.0317142857142857,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-06,AUG | Colony (Battle-Scarred),0.034,0.034,121.0,0.034,0.03,0.037,0.0,0.1333333333333335,0.0322857142857142,0.00166598625567,0.0344333333333333,0.0050772914914242,0.1645471879699855,638.0,91.14285714285714,1996.0,66.53333333333333,0,1,0.0,0.033,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-06,AUG | Colony (Battle-Scarred),0.034,0.034,121.0,0.034,0.03,0.037,0.0,0.1333333333333335,0.0322857142857142,0.00166598625567,0.0344333333333333,0.0050772914914242,0.1645471879699855,638.0,91.14285714285714,1996.0,66.53333333333333,0,1,0.0,0.033,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-07,AUG | Colony (Battle-Scarred),0.036,0.036,116.0,0.034,0.03,0.03,0.0588235294117645,0.1999999999999999,0.0331428571428571,0.0018070158058105,0.0346333333333333,0.0050165282372927,0.1604259857902281,702.0,100.28571428571428,2072.0,69.06666666666666,1,1,0.0,0.0335714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-07,AUG | Colony (Battle-Scarred),0.036,0.036,116.0,0.034,0.03,0.03,0.0588235294117645,0.1999999999999999,0.0331428571428571,0.0018070158058105,0.0346333333333333,0.0050165282372927,0.1604259857902281,702.0,100.28571428571428,2072.0,69.06666666666666,1,1,0.0,0.0335714285714285,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-08,AUG | Colony (Battle-Scarred),0.032,0.032,60.0,0.036,0.032,0.032,-0.111111111111111,0.0,0.0331428571428571,0.0018070158058105,0.0346333333333333,0.0050165282372927,0.1618678966032357,668.0,95.42857142857144,2098.0,69.93333333333334,2,1,0.0,0.0342857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
2014-01-08,AUG | Colony (Battle-Scarred),0.032,0.032,60.0,0.036,0.032,0.032,-0.111111111111111,0.0,0.0331428571428571,0.0018070158058105,0.0346333333333333,0.0050165282372927,0.1618678966032357,668.0,95.42857142857144,2098.0,69.93333333333334,2,1,0.0,0.0342857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-01-09,AUG | Colony (Battle-Scarred),0.03,0.03,79.0,0.032,0.032,0.03,-0.0625,-0.0625,0.0328571428571428,0.0020995626366712,0.0346333333333333,0.0050165282372927,0.1618678966032358,662.0,94.57142857142856,2144.0,71.46666666666667,3,1,0.0,0.0352857142857142,AUG | Colony (Battle-Scarred),AUG | Colony (Battle-Scarred),0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,
