date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2014-02-01,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-02,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-03,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-04,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-05,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-06,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-07,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-08,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-09,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-10,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-11,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-12,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-13,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-14,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-15,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-16,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-17,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-18,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-19,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-20,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-21,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-22,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-23,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-25,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-26,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-27,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-28,0,0,0,0,0,0,0,0,0,0,0,0
