date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2024-07-01,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-02,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-03,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-04,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-05,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-06,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-07,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-08,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-09,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-10,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-11,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-12,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-13,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-14,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-15,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-16,0,0,1,1,0,0,1,1,0,0,1,1
2024-07-17,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-18,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-19,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-20,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-21,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-22,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-23,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-24,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-25,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-26,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-27,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-28,0,1,1,1,0,1,1,1,0,1,1,1
2024-07-29,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-30,0,0,0,1,0,0,0,1,0,0,0,1
2024-07-31,0,0,0,1,0,0,0,1,0,0,0,1
