date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2021-12-01,0,0,1,1,0,0,1,1,0,0,1,1
2021-12-02,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-03,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-04,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-05,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-06,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-07,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-08,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-09,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-10,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-11,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-12,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-13,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-14,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-15,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-16,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-17,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-18,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-19,1,1,1,1,1,1,1,1,1,1,1,1
2021-12-20,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-21,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-22,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-23,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-24,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-25,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-26,0,1,1,1,0,1,1,1,0,1,1,1
2021-12-27,0,0,0,1,0,0,0,1,0,0,0,1
2021-12-28,0,0,0,1,0,0,0,1,0,0,0,1
2021-12-29,0,0,0,1,0,0,0,1,0,0,0,1
2021-12-30,0,0,0,1,0,0,0,1,0,0,0,1
2021-12-31,0,0,0,1,0,0,0,1,0,0,0,1
