date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2016-07-01,0,0,1,1,0,0,1,1,0,0,1,1
2016-07-02,0,0,1,1,0,0,1,1,0,0,1,1
2016-07-03,0,0,1,1,0,0,1,1,0,0,1,1
2016-07-04,0,0,1,1,0,0,1,1,0,0,1,1
2016-07-05,1,1,1,1,1,1,1,1,1,1,1,1
2016-07-06,1,1,1,1,1,1,1,1,1,1,1,1
2016-07-07,1,1,1,1,1,1,1,1,1,1,1,1
2016-07-08,1,1,1,1,1,1,1,1,1,1,1,1
2016-07-09,1,1,1,1,1,1,1,1,1,1,1,1
2016-07-10,1,1,1,1,1,1,1,1,1,1,1,1
2016-07-11,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-12,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-13,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-14,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-15,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-16,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-17,0,1,1,1,0,1,1,1,0,1,1,1
2016-07-18,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-19,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-20,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-21,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-22,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-23,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-24,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-25,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-26,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-27,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-28,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-29,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-30,0,0,0,1,0,0,0,1,0,0,0,1
2016-07-31,0,0,0,1,0,0,0,1,0,0,0,1
