date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2015-08-01,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-02,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-03,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-04,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-05,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-06,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-07,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-08,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-09,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-10,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-11,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-12,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-13,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-14,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-15,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-16,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-17,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-18,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-19,0,0,1,1,0,0,1,1,0,0,1,1
2015-08-20,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-21,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-22,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-23,1,1,1,1,1,1,1,1,1,1,1,1
2015-08-24,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-25,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-26,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-27,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-28,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-29,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-30,0,1,1,1,0,1,1,1,0,1,1,1
2015-08-31,0,0,0,1,0,0,0,1,0,0,0,1
