date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2025-04-01,0,0,1,1,0,0,1,1,0,0,1,1
2025-04-02,0,0,1,1,0,0,1,1,0,0,1,1
2025-04-03,0,0,1,1,0,0,1,1,0,0,1,1
2025-04-04,0,0,1,1,0,0,1,1,0,0,1,1
2025-04-05,0,0,1,1,0,0,1,1,0,0,1,1
2025-04-06,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-07,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-08,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-09,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-10,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-11,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-12,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-13,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-14,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-15,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-16,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-17,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-18,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-19,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-20,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-21,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-22,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-23,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-24,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-25,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-26,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-27,1,1,1,1,1,1,1,1,1,1,1,1
2025-04-28,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-29,0,1,1,1,0,1,1,1,0,1,1,1
2025-04-30,0,1,1,1,0,1,1,1,0,1,1,1
