date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2015-09-01,0,0,0,1,0,0,0,1,0,0,0,1
2015-09-02,0,0,0,1,0,0,0,1,0,0,0,1
2015-09-03,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-04,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-05,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-06,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-07,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-08,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-09,0,0,1,1,0,0,1,1,0,0,1,1
2015-09-10,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-11,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-12,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-13,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-14,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-15,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-16,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-17,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-18,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-19,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-20,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-21,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-22,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-23,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-24,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-25,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-26,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-27,1,1,1,1,1,1,1,1,1,1,1,1
2015-09-28,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-29,0,1,1,1,0,1,1,1,0,1,1,1
2015-09-30,0,1,1,1,0,1,1,1,0,1,1,1
