date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2022-08-01,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-02,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-03,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-04,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-05,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-06,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-07,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-08,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-09,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-10,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-11,0,0,0,1,0,0,0,1,0,0,0,1
2022-08-12,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-13,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-14,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-15,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-16,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-17,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-18,0,0,1,1,0,0,1,1,0,0,1,1
2022-08-19,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-20,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-21,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-22,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-23,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-24,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-25,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-26,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-27,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-28,1,1,1,1,1,1,1,1,1,1,1,1
2022-08-29,0,1,1,1,0,1,1,1,0,1,1,1
2022-08-30,0,1,1,1,0,1,1,1,0,1,1,1
2022-08-31,0,1,1,1,0,1,1,1,0,1,1,1
