date,idx_lp_valve_tier1_t0,idx_lp_valve_tier1_t7,idx_lp_valve_tier1_pm7,idx_lp_valve_tier1_pm30,idx_lp_s_tier_t0,idx_lp_s_tier_t7,idx_lp_s_tier_pm7,idx_lp_s_tier_pm30,idx_lp_a_tier_t0,idx_lp_a_tier_t7,idx_lp_a_tier_pm7,idx_lp_a_tier_pm30
2021-07-01,0,0,1,1,0,0,1,1,0,0,1,1
2021-07-02,0,0,1,1,0,0,1,1,0,0,1,1
2021-07-03,0,0,1,1,0,0,1,1,0,0,1,1
2021-07-04,0,0,1,1,0,0,1,1,0,0,1,1
2021-07-05,0,0,1,1,0,0,1,1,0,0,1,1
2021-07-06,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-07,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-08,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-09,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-10,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-11,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-12,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-13,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-14,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-15,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-16,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-17,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-18,1,1,1,1,1,1,1,1,1,1,1,1
2021-07-19,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-20,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-21,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-22,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-23,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-24,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-25,0,1,1,1,0,1,1,1,0,1,1,1
2021-07-26,0,0,0,1,0,0,0,1,0,0,0,1
2021-07-27,0,0,0,1,0,0,0,1,0,0,0,1
2021-07-28,0,0,0,1,0,0,0,1,0,0,0,1
2021-07-29,0,0,0,1,0,0,0,1,0,0,0,1
2021-07-30,0,0,0,1,0,0,0,1,0,0,0,1
2021-07-31,0,0,0,1,0,0,0,1,0,0,0,1
