date,lp_valve_tier1,lp_valve_tier1_cnt,lp_s_tier,lp_s_tier_cnt,lp_a_tier,lp_a_tier_cnt,lp_event_score,lp_event_intensity,lp_valve_tier1_cnt_norm,lp_s_tier_cnt_norm,lp_a_tier_cnt_norm,lp_event_score_norm,lp_event_intensity_norm
2013-11-01,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-02,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-03,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-04,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-05,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-06,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-07,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-08,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-09,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-10,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-11,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-12,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-13,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-14,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-15,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-16,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-17,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-18,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-19,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-20,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-21,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-22,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-23,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-24,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-25,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-26,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-27,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2013-11-28,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2013-11-29,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
2013-11-30,1,5.0,1,4.0,1,2.0,45,45,1.0,1.0,1.0,1.0,1.0
